names	A_loading	AUCs	corrs	color
RBM47	0.00291855358635317	0.793404211148479	0.505310118109396	Red
RRBP1	0.00360416339809655	0.793309007246536	0.496344778141715	Red
IGKC	0.0118298457996519	0.79239208962551	0.482944556797632	Red
INPP4A	0.0136381771848132	0.788059701492537	0.679302554430906	Red
SEC24D	0.00502083684948262	0.786724892962776	0.489488553452506	Red
PDIA4	0.0239683683106146	0.785373818194252	0.476142900181594	Red
RUNX2	0.0298223012025404	0.784008528784648	0.673492102294044	Red
SLAMF7	0.00363641449378126	0.780810234541578	0.668892652521966	Red
CPNE5	0.00846362571588421	0.780597014925373	0.668585629340145	Red
CPEB4	0.0226194396672291	0.78001294460442	0.503192840438124	Red
TPD52	0.00704778504767859	0.779284383189599	0.463036425776051	Red
MYDGF	0.0146845279890374	0.77853515925527	0.478453393150101	Red
GNG7	0.0357650677438081	0.776545842217484	0.662742646044983	Red
IRF4	0.0299327223297572	0.770732786729094	0.455680297119765	Red
ADAM19	0.00799728945366	0.769789198338206	0.47439288035148	Red
TNFRSF17	0.012154413857035	0.766311300639659	0.647897025428478	Red
HLA.C	0.031068752884596	0.764631384071298	0.437204212137731	Red
FTL	0.0096554155026781	0.763999980460975	0.43605643016609	Red
SSR1	0.0336276761258457	0.763589270144125	0.446652809394567	Red
ARFGAP3	0.00923012380632229	0.76183368869936	0.641361839293804	Red
TMSB10	0.0164809239120937	0.760666085380657	0.430543094664538	Red
HM13	0.0116912226718114	0.759926142483459	0.443977122246548	Red
